ticket_id,customer_id,customer_name,customer_email,product_purchased,ticket_type,ticket_subject,ticket_status,resolution,ticket_priority,ticket_channel,first_response_minutes,resolution_hours,customer_satisfaction_rating
TKT01220,CUST00459,Customer 1697,customer1158@example.com,Analytics Suite,Feature Request,Payment issue,Open,Refund processed,High,Web Form,405,11.95,3
TKT01221,CUST00182,Customer 661,customer512@example.com,Laptop,Product Question,Performance issue,Resolved,Information provided,Medium,Chat,106,43.39,2
TKT01222,CUST00963,Customer 1812,customer1347@example.com,Laptop,Feature Request,Performance issue,In Progress,Configuration fixed,High,Phone,594,90.74,4
TKT01223,CUST00445,Customer 1069,customer889@example.com,Analytics Suite,Account Access,Installation help,In Progress,Password reset,Critical,Chat,152,48.02,1
TKT01224,CUST01811,Customer 617,customer1926@example.com,Support Package,Product Question,Performance issue,Closed,Refund processed,High,Chat,30,68.49,4
TKT01225,CUST00717,Customer 83,customer761@example.com,CRM License,Billing,Login problem,Resolved,Refund processed,Low,Email,112,15.81,4
TKT01226,CUST01349,Customer 1638,customer554@example.com,CRM License,Feature Request,Payment issue,Resolved,Escalated,Critical,Web Form,310,105.83,1
TKT01227,CUST00791,Customer 1325,customer43@example.com,CRM License,Technical Issue,Performance issue,Open,Information provided,Medium,Email,429,39.98,4
TKT01228,CUST00376,Customer 1758,customer1089@example.com,Cloud Subscription,Product Question,Performance issue,Closed,Information provided,High,Email,252,23.12,5
TKT01229,CUST00636,Customer 436,customer1020@example.com,AI Platform,Account Access,Login problem,Open,Information provided,High,Email,193,42.75,4
TKT01230,CUST01675,Customer 346,customer1513@example.com,Cloud Subscription,Account Access,Installation help,In Progress,Configuration fixed,High,Chat,120,116.37,5
TKT01231,CUST00159,Customer 471,customer351@example.com,Support Package,Feature Request,Login problem,Closed,Password reset,Critical,Phone,75,75.78,5
TKT01232,CUST01892,Customer 770,customer622@example.com,Laptop,Product Question,Installation help,Open,Escalated,Critical,Chat,534,14.96,1
TKT01233,CUST00043,Customer 753,customer476@example.com,Laptop,Billing,General enquiry,Closed,Password reset,High,Chat,447,19.85,5
TKT01234,CUST01427,Customer 1553,customer1098@example.com,Laptop,Billing,Installation help,Open,Information provided,High,Web Form,87,91.64,1
TKT01235,CUST01382,Customer 1908,customer549@example.com,Cloud Subscription,Product Question,Installation help,Open,Configuration fixed,Medium,Chat,94,101.52,2
TKT01236,CUST01188,Customer 30,customer838@example.com,Analytics Suite,Product Question,Payment issue,Resolved,Escalated,Medium,Chat,303,10.35,5
TKT01237,CUST00135,Customer 1069,customer1857@example.com,Analytics Suite,Billing,Installation help,Open,Password reset,Low,Chat,212,35.61,3
TKT01238,CUST01344,Customer 1252,customer795@example.com,Support Package,Billing,Installation help,Open,Information provided,High,Chat,116,6.15,4
TKT01239,CUST00139,Customer 479,customer1947@example.com,Cloud Subscription,Feature Request,Payment issue,Open,Information provided,Low,Chat,265,15.35,2
TKT01240,CUST01472,Customer 830,customer126@example.com,Laptop,Product Question,Installation help,Open,Password reset,Low,Chat,263,16.97,5
TKT01241,CUST01552,Customer 1465,customer905@example.com,Cloud Subscription,Product Question,Payment issue,Open,Escalated,High,Web Form,349,52.74,1
TKT01242,CUST01719,Customer 1036,customer49@example.com,Laptop,Account Access,Payment issue,Open,Refund processed,High,Chat,474,2.01,2
TKT01243,CUST00777,Customer 128,customer1113@example.com,Analytics Suite,Account Access,General enquiry,Closed,Configuration fixed,Low,Phone,167,85.73,5
TKT01244,CUST01318,Customer 837,customer591@example.com,Cloud Subscription,Feature Request,Login problem,Open,Password reset,Critical,Email,420,48.69,4
TKT01245,CUST00370,Customer 652,customer372@example.com,Analytics Suite,Feature Request,Installation help,Resolved,Information provided,Low,Email,438,48.45,2
TKT01246,CUST01063,Customer 391,customer1825@example.com,Laptop,Billing,Login problem,In Progress,Password reset,High,Web Form,420,115.45,3
TKT01247,CUST01442,Customer 208,customer1318@example.com,Cloud Subscription,Account Access,General enquiry,In Progress,Information provided,Critical,Phone,557,40.07,1
TKT01248,CUST00365,Customer 697,customer386@example.com,AI Platform,Feature Request,Login problem,Resolved,Refund processed,Low,Phone,130,5.43,3
TKT01249,CUST01663,Customer 1722,customer1420@example.com,CRM License,Product Question,General enquiry,Resolved,Configuration fixed,Medium,Chat,441,48.88,5
TKT01250,CUST00749,Customer 1723,customer127@example.com,Laptop,Technical Issue,Installation help,Closed,Password reset,High,Phone,15,56.31,2
TKT01251,CUST01851,Customer 313,customer1031@example.com,CRM License,Product Question,Payment issue,Resolved,Password reset,High,Phone,201,56.73,5
TKT01252,CUST00170,Customer 1222,customer1241@example.com,Analytics Suite,Feature Request,Installation help,Open,Escalated,Critical,Chat,432,55.92,4
TKT01253,CUST00448,Customer 1475,customer276@example.com,AI Platform,Technical Issue,Login problem,In Progress,Refund processed,Critical,Web Form,558,40.45,1
TKT01254,CUST01458,Customer 955,customer1918@example.com,Analytics Suite,Billing,General enquiry,Closed,Password reset,Medium,Web Form,65,65.77,3
TKT01255,CUST00390,Customer 71,customer175@example.com,Analytics Suite,Feature Request,Login problem,In Progress,Password reset,High,Web Form,439,104.55,1
TKT01256,CUST01985,Customer 1413,customer115@example.com,CRM License,Feature Request,Performance issue,Closed,Information provided,Critical,Chat,235,43.32,2
TKT01257,CUST01882,Customer 332,customer995@example.com,CRM License,Billing,Login problem,Open,Escalated,High,Web Form,321,64.43,1
TKT01258,CUST00192,Customer 368,customer1491@example.com,Support Package,Account Access,Payment issue,Resolved,Password reset,Low,Phone,506,101.78,5
TKT01259,CUST01692,Customer 569,customer1092@example.com,Cloud Subscription,Account Access,Payment issue,In Progress,Password reset,Medium,Web Form,512,48.13,4
TKT01260,CUST00881,Customer 167,customer217@example.com,Analytics Suite,Technical Issue,Performance issue,Closed,Refund processed,High,Email,246,16.79,2
TKT01261,CUST01684,Customer 1873,customer179@example.com,Laptop,Technical Issue,Login problem,Open,Refund processed,Critical,Chat,526,52.18,1
TKT01262,CUST01401,Customer 1098,customer271@example.com,Laptop,Feature Request,Login problem,Resolved,Information provided,Low,Chat,280,60.8,2
TKT01263,CUST00627,Customer 1631,customer1966@example.com,Cloud Subscription,Technical Issue,Login problem,In Progress,Configuration fixed,Low,Web Form,139,104.3,2
TKT01264,CUST00060,Customer 24,customer1873@example.com,Cloud Subscription,Feature Request,Payment issue,Open,Configuration fixed,High,Phone,574,102.43,1
TKT01265,CUST00635,Customer 379,customer163@example.com,CRM License,Product Question,Performance issue,Open,Escalated,Low,Chat,216,92.33,1
TKT01266,CUST00880,Customer 297,customer1403@example.com,CRM License,Feature Request,Login problem,In Progress,Password reset,Critical,Web Form,545,46.23,4
TKT01267,CUST01070,Customer 144,customer1635@example.com,Support Package,Technical Issue,Payment issue,Resolved,Password reset,Critical,Phone,552,33.59,4
TKT01268,CUST01590,Customer 1435,customer1119@example.com,Laptop,Account Access,Installation help,Open,Configuration fixed,High,Web Form,56,53.25,2
TKT01269,CUST01634,Customer 334,customer314@example.com,CRM License,Technical Issue,General enquiry,Resolved,Refund processed,Medium,Phone,428,38.69,2
TKT01270,CUST00587,Customer 1804,customer330@example.com,CRM License,Product Question,General enquiry,In Progress,Refund processed,Medium,Email,520,117.6,5
TKT01271,CUST00389,Customer 1496,customer1387@example.com,Laptop,Account Access,Performance issue,In Progress,Password reset,High,Email,124,10.59,2
TKT01272,CUST01320,Customer 571,customer1119@example.com,AI Platform,Technical Issue,Installation help,Closed,Password reset,Critical,Email,297,60.94,4
TKT01273,CUST01486,Customer 540,customer350@example.com,Support Package,Feature Request,General enquiry,In Progress,Password reset,High,Email,593,46.4,5
TKT01274,CUST01215,Customer 766,customer125@example.com,CRM License,Feature Request,General enquiry,Closed,Escalated,Medium,Email,479,92.8,5
TKT01275,CUST01234,Customer 1080,customer867@example.com,Cloud Subscription,Account Access,General enquiry,Resolved,Configuration fixed,High,Web Form,205,71.77,5
TKT01276,CUST01401,Customer 1363,customer789@example.com,Cloud Subscription,Product Question,Installation help,Resolved,Information provided,High,Web Form,212,7.69,1
TKT01277,CUST00818,Customer 897,customer1964@example.com,Cloud Subscription,Billing,Installation help,Resolved,Password reset,Low,Phone,66,80.96,5
TKT01278,CUST00481,Customer 1610,customer1409@example.com,AI Platform,Account Access,General enquiry,Resolved,Refund processed,Medium,Email,574,59.37,4
TKT01279,CUST01579,Customer 1538,customer849@example.com,Analytics Suite,Technical Issue,Payment issue,Open,Refund processed,Low,Phone,529,74.14,2
TKT01280,CUST00337,Customer 521,customer1137@example.com,Cloud Subscription,Feature Request,Installation help,Closed,Escalated,High,Web Form,478,11.44,5
TKT01281,CUST00115,Customer 793,customer1038@example.com,AI Platform,Technical Issue,Login problem,In Progress,Refund processed,Critical,Web Form,244,61.42,2
TKT01282,CUST00034,Customer 1653,customer1351@example.com,Analytics Suite,Feature Request,General enquiry,Resolved,Password reset,High,Chat,270,63.64,5
TKT01283,CUST00791,Customer 1452,customer1167@example.com,Support Package,Technical Issue,General enquiry,Resolved,Escalated,High,Email,227,17.98,3
TKT01284,CUST00961,Customer 1946,customer232@example.com,CRM License,Billing,Performance issue,In Progress,Password reset,High,Chat,217,73.95,4
TKT01285,CUST01085,Customer 194,customer1050@example.com,Support Package,Account Access,Performance issue,Resolved,Information provided,Medium,Email,40,109.12,3
TKT01286,CUST00374,Customer 176,customer1518@example.com,Support Package,Product Question,Payment issue,Closed,Escalated,Low,Web Form,128,3.53,5
TKT01287,CUST00855,Customer 1011,customer1813@example.com,CRM License,Technical Issue,Installation help,Open,Escalated,Critical,Email,367,30.72,3
TKT01288,CUST01303,Customer 449,customer1913@example.com,Analytics Suite,Account Access,General enquiry,Resolved,Information provided,Low,Phone,166,39.83,1
TKT01289,CUST00581,Customer 1481,customer1334@example.com,CRM License,Product Question,Payment issue,Open,Refund processed,Critical,Web Form,93,65.54,5
TKT01290,CUST01099,Customer 1453,customer1816@example.com,Analytics Suite,Product Question,Login problem,In Progress,Escalated,Low,Phone,266,88.94,1
TKT01291,CUST00549,Customer 890,customer38@example.com,Support Package,Account Access,Login problem,In Progress,Password reset,Critical,Web Form,483,79.49,4
TKT01292,CUST01668,Customer 74,customer176@example.com,Support Package,Product Question,Login problem,In Progress,Password reset,Critical,Email,213,55.69,3
TKT01293,CUST00888,Customer 703,customer386@example.com,Support Package,Product Question,Performance issue,Resolved,Configuration fixed,Critical,Chat,452,115.22,4
TKT01294,CUST01604,Customer 569,customer198@example.com,Cloud Subscription,Feature Request,Login problem,Closed,Information provided,Critical,Chat,387,41.35,2
TKT01295,CUST00677,Customer 792,customer1309@example.com,AI Platform,Technical Issue,Login problem,In Progress,Password reset,High,Phone,197,94.19,2
TKT01296,CUST00723,Customer 1690,customer1027@example.com,Cloud Subscription,Technical Issue,Installation help,In Progress,Escalated,High,Email,382,99.22,5
TKT01297,CUST01517,Customer 1479,customer1091@example.com,Laptop,Feature Request,Performance issue,Closed,Refund processed,Low,Email,306,12.56,1
TKT01298,CUST00593,Customer 1364,customer1049@example.com,Analytics Suite,Feature Request,General enquiry,Closed,Escalated,Critical,Chat,117,5.74,1
TKT01299,CUST01439,Customer 30,customer975@example.com,Cloud Subscription,Account Access,Installation help,Resolved,Password reset,High,Web Form,256,118.37,3
TKT01300,CUST00165,Customer 1282,customer1715@example.com,CRM License,Technical Issue,Performance issue,Closed,Configuration fixed,Low,Phone,157,43.34,2
TKT01301,CUST01684,Customer 1041,customer417@example.com,Support Package,Technical Issue,Installation help,In Progress,Refund processed,Medium,Web Form,330,80.37,3
TKT01302,CUST01513,Customer 1224,customer738@example.com,CRM License,Account Access,Login problem,In Progress,Password reset,Critical,Phone,29,4.0,2
TKT01303,CUST01126,Customer 815,customer189@example.com,CRM License,Technical Issue,Performance issue,Closed,Information provided,Medium,Chat,49,91.78,2
TKT01304,CUST00993,Customer 1004,customer1029@example.com,Cloud Subscription,Product Question,Payment issue,Open,Refund processed,Medium,Chat,230,42.58,4
TKT01305,CUST00747,Customer 672,customer697@example.com,AI Platform,Product Question,Installation help,Open,Information provided,Medium,Phone,309,69.97,4
TKT01306,CUST00673,Customer 1534,customer408@example.com,AI Platform,Technical Issue,Login problem,Resolved,Configuration fixed,Low,Web Form,285,6.24,1
TKT01307,CUST00621,Customer 801,customer1098@example.com,AI Platform,Feature Request,Login problem,Resolved,Information provided,High,Chat,50,13.39,1
TKT01308,CUST01408,Customer 1731,customer1894@example.com,CRM License,Feature Request,General enquiry,In Progress,Escalated,Medium,Phone,64,98.86,5
TKT01309,CUST00404,Customer 1851,customer1538@example.com,CRM License,Billing,Login problem,Resolved,Password reset,High,Email,63,66.72,5
TKT01310,CUST00549,Customer 1592,customer242@example.com,Support Package,Account Access,Performance issue,Resolved,Information provided,Medium,Web Form,52,93.35,5
TKT01311,CUST00781,Customer 1051,customer701@example.com,Analytics Suite,Feature Request,Performance issue,Resolved,Configuration fixed,High,Chat,499,19.77,2
TKT01312,CUST00957,Customer 966,customer1809@example.com,Analytics Suite,Billing,General enquiry,Closed,Information provided,High,Chat,162,39.67,3
TKT01313,CUST00537,Customer 1043,customer418@example.com,Laptop,Billing,Installation help,Resolved,Information provided,Low,Chat,477,102.21,1
TKT01314,CUST00872,Customer 1558,customer1782@example.com,CRM License,Technical Issue,Payment issue,Resolved,Refund processed,Low,Chat,295,70.52,1
TKT01315,CUST01614,Customer 1725,customer1791@example.com,CRM License,Product Question,Payment issue,Closed,Escalated,Medium,Chat,595,80.45,3
TKT01316,CUST00541,Customer 1511,customer101@example.com,Support Package,Product Question,Installation help,Open,Refund processed,Medium,Phone,590,25.17,1
TKT01317,CUST00347,Customer 1433,customer1978@example.com,Analytics Suite,Technical Issue,Performance issue,In Progress,Information provided,Medium,Web Form,362,66.92,1
TKT01318,CUST01581,Customer 912,customer1551@example.com,Support Package,Feature Request,Installation help,Closed,Refund processed,High,Email,549,88.22,2
